,Unnamed: 0,TARGET,성별,차량 소유 여부,부동산 소유 여부,연간 수입,수입 유형,최종 학력,결혼 여부,주거 형태,거주지 인구 비율,업무용 휴대전화 소유 여부,직업,가족 구성원 수,나이,근속연수,가입연수,자녀수_구간,산업군_상위
376,52704,0,여성,0,0,26550000.0,근로자,고등학교 졸업,기혼,주택 / 아파트,0.004849,1,Unknown,2.0,48,4,3.0,0,사업
377,16045,0,남성,0,0,28674000.0,근로자,고등학교 졸업,기혼,주택 / 아파트,0.030755,1,단순 노동자,2.0,29,4,11.0,0,사업
378,4245,0,여성,0,0,23364000.0,근로자,고등학교 졸업,사별,오피스텔,0.04622,1,의료 업계 종사자,1.0,43,3,24.0,0,의학
379,44488,0,여성,0,0,37170000.0,공무원,고등학교 졸업,사실혼,주택 / 아파트,0.007305,1,핵심 노동자,2.0,31,7,13.0,0,유치원
380,30760,0,여성,1,1,21240000.0,근로자,대학교 졸업 이상,기혼,주택 / 아파트,0.02461,1,Unknown,3.0,31,3,15.0,1,자영업
381,56035,0,여성,0,0,49914000.0,기타,대학교 졸업 이상,별거,주택 / 아파트,0.04622,1,Unknown,1.0,27,4,11.0,0,사업
382,2095,0,남성,1,1,79650000.0,연금수령자,대학교 중퇴,기혼,주택 / 아파트,0.006207,0,Unknown,2.0,64,1000,24.0,0,기타
383,5766,0,남성,1,0,106200000.0,근로자,대학교 졸업 이상,기혼,주택 / 아파트,0.072508,1,Unknown,2.0,29,10,0.0,0,사업
384,10552,0,남성,1,1,22302000.0,연금수령자,고등학교 졸업,기혼,주택 / 아파트,0.020713,0,Unknown,2.0,57,1000,0.0,0,기타
385,15364,0,여성,0,1,25488000.0,공무원,고등학교 졸업,기혼,주택 / 아파트,0.025164,1,단순 노동자,2.0,38,7,1.0,0,유치원
386,57233,0,여성,0,1,15930000.0,연금수령자,고등학교 졸업,기혼,주택 / 아파트,0.035792,0,Unknown,2.0,58,1000,1.0,0,기타
387,46203,0,남성,0,1,84960000.0,기타,대학교 졸업 이상,기혼,주택 / 아파트,0.04622,1,Unknown,2.0,35,6,18.0,0,사업
388,23680,0,남성,1,1,63720000.0,근로자,대학교 졸업 이상,기혼,주택 / 아파트,0.025164,1,영업직,2.0,53,3,10.0,0,무역
389,52538,0,여성,0,1,53100000.0,기타,대학교 졸업 이상,별거,주택 / 아파트,0.04622,1,Unknown,1.0,52,11,13.0,0,사업
390,16931,0,여성,1,0,12744000.0,근로자,고등학교 졸업,기혼,주택 / 아파트,0.031329,1,영업직,2.0,41,2,18.0,0,무역
391,57275,0,남성,0,0,95580000.0,기타,고등학교 졸업,기혼,주택 / 아파트,0.032561,1,핵심 노동자,2.0,32,5,10.0,0,사업
392,34344,0,여성,0,0,39294000.0,기타,대학교 중퇴,미혼,주택 / 아파트,0.018801,1,Unknown,2.0,31,1,2.0,1,사업
393,13863,0,여성,0,1,29736000.0,연금수령자,고등학교 졸업,기혼,주택 / 아파트,0.030755,0,Unknown,2.0,64,1000,12.0,0,기타
394,44719,0,여성,1,0,37170000.0,기타,고등학교 졸업,기혼,주택 / 아파트,0.018801,1,Unknown,2.0,55,18,20.0,0,유치원
395,15506,0,남성,1,1,53100000.0,근로자,고등학교 졸업,기혼,주택 / 아파트,0.035792,1,운전자,4.0,34,3,16.0,2,자영업
396,48823,0,남성,1,1,19116000.0,근로자,고등학교 졸업,기혼,주택 / 아파트,0.028663,1,단순 노동자,2.0,59,13,23.0,0,기타
397,5598,0,남성,0,1,122130000.0,기타,대학교 졸업 이상,기혼,주택 / 아파트,0.028663,1,관리직,3.0,38,14,7.0,1,사업
398,30459,0,남성,1,1,53100000.0,근로자,고등학교 졸업,기혼,주택 / 아파트,0.028663,1,단순 노동자,3.0,42,21,21.0,1,사업
399,50653,1,여성,0,1,37170000.0,근로자,고등학교 졸업,기혼,주택 / 아파트,0.010147,1,요식업 종사자,2.0,43,1,9.0,0,운송
400,12143,0,남성,1,0,42480000.0,근로자,고등학교 졸업,기혼,주택 / 아파트,0.025164,1,Unknown,2.0,45,24,24.0,0,산업
401,1253,0,여성,1,1,53100000.0,근로자,고등학교 졸업,기혼,주택 / 아파트,0.020713,1,회계사,2.0,44,3,14.0,0,사업
402,59496,0,남성,0,1,21240000.0,연금수령자,고등학교 졸업,기혼,주택 / 아파트,0.026392,0,Unknown,2.0,61,1000,32.0,0,기타
403,30605,0,여성,0,1,20178000.0,근로자,고등학교 졸업,미혼,공공분양,0.022625,1,미화원,1.0,33,6,1.0,0,사업
404,50508,0,여성,0,1,31860000.0,근로자,고등학교 졸업,별거,주택 / 아파트,0.035792,1,영업직,3.0,34,5,4.0,2,자영업
405,31032,0,여성,1,1,47790000.0,근로자,고등학교 졸업,기혼,주택 / 아파트,0.035792,1,핵심 노동자,4.0,37,3,6.0,2,정부
406,38365,0,남성,1,1,42480000.0,기타,대학교 졸업 이상,기혼,주택 / 아파트,0.072508,1,기술직,2.0,57,10,20.0,0,사업
407,22445,0,여성,1,1,21240000.0,연금수령자,고등학교 졸업,기혼,주택 / 아파트,0.0084739999999999,0,Unknown,2.0,58,1000,8.0,0,기타
408,49490,0,남성,1,1,21240000.0,근로자,저학력자,기혼,주택 / 아파트,0.025164,1,저임금 노동자,2.0,44,4,2.0,0,사업
409,11933,0,남성,1,1,74340000.0,기타,대학교 중퇴,기혼,주택 / 아파트,0.04622,1,단순 노동자,3.0,38,3,3.0,1,산업
410,3425,0,여성,0,1,26550000.0,연금수령자,대학교 졸업 이상,사별,주택 / 아파트,0.011703,0,Unknown,1.0,58,1000,24.0,0,기타
411,46599,0,남성,0,1,37170000.0,근로자,고등학교 졸업,기혼,주택 / 아파트,0.0145199999999999,1,관리직,2.0,40,8,23.0,0,무역
412,31441,1,여성,0,1,42480000.0,근로자,대학교 졸업 이상,기혼,주택 / 아파트,0.015221,1,핵심 노동자,2.0,32,11,9.0,0,기타
413,17897,0,여성,1,1,21240000.0,근로자,대학교 졸업 이상,사실혼,주택 / 아파트,0.035792,1,Unknown,2.0,40,2,9.0,0,산업
414,38569,0,여성,1,0,52038000.0,기타,고등학교 졸업,기혼,주택 / 아파트,0.04622,1,의료 업계 종사자,2.0,33,6,17.0,0,호텔
415,53767,0,여성,0,1,26550000.0,공무원,대학교 졸업 이상,기혼,주택 / 아파트,0.0116569999999999,1,관리직,2.0,40,21,20.0,0,유치원
416,9447,0,남성,0,1,22302000.0,근로자,고등학교 졸업,기혼,주택 / 아파트,0.020246,1,Unknown,2.0,39,6,14.0,0,운송
417,22667,0,여성,0,1,42480000.0,근로자,고등학교 졸업,별거,주택 / 아파트,0.010006,1,Unknown,1.0,49,26,19.0,0,사업
418,11915,0,남성,0,0,15930000.0,공무원,저학력자,기혼,주택 / 아파트,0.006852,1,저임금 노동자,2.0,56,3,38.0,0,유치원
419,51290,0,여성,1,1,54162000.0,근로자,고등학교 졸업,기혼,주택 / 아파트,0.018801,1,단순 노동자,3.0,36,4,9.0,1,산업
420,53496,0,여성,0,0,53100000.0,근로자,고등학교 졸업,기혼,주택 / 아파트,0.014464,1,영업직,2.0,54,20,29.0,0,보안
421,57485,0,남성,1,1,53100000.0,기타,대학교 중퇴,기혼,주택 / 아파트,0.025164,1,관리직,2.0,43,11,13.0,0,사업
422,46518,0,여성,0,1,31860000.0,연금수령자,고등학교 졸업,기혼,주택 / 아파트,0.014464,0,Unknown,2.0,56,1000,3.0,0,기타
423,9232,0,여성,1,0,29205000.0,근로자,고등학교 졸업,기혼,주택 / 아파트,0.020713,1,요식업 종사자,3.0,32,9,12.0,1,사업
424,19663,1,남성,1,1,31860000.0,근로자,고등학교 졸업,기혼,주택 / 아파트,0.019101,1,단순 노동자,2.0,26,0,0.0,0,사업
425,55555,0,여성,0,1,37170000.0,연금수령자,고등학교 졸업,기혼,주택 / 아파트,0.020246,0,Unknown,2.0,57,1000,6.0,0,기타
426,15999,1,남성,0,1,31860000.0,근로자,고등학교 졸업,미혼,주택 / 아파트,0.031329,1,저임금 노동자,1.0,47,2,3.0,0,사업
427,40552,0,남성,1,1,63720000.0,근로자,고등학교 졸업,기혼,주택 / 아파트,0.072508,1,운전자,2.0,38,10,1.0,0,국가
428,21429,0,여성,0,0,37170000.0,공무원,고등학교 졸업,사별,주택 / 아파트,0.00712,1,핵심 노동자,2.0,39,5,10.0,1,군대
429,1866,0,여성,0,1,42480000.0,기타,고등학교 졸업,미혼,주택 / 아파트,0.005144,1,핵심 노동자,1.0,45,3,22.0,0,자영업
430,32110,0,여성,0,1,28674000.0,근로자,고등학교 졸업,미혼,주택 / 아파트,0.01885,1,Unknown,1.0,54,5,8.0,0,기타
431,28844,1,여성,0,1,53100000.0,근로자,대학교 졸업 이상,기혼,주택 / 아파트,0.0228,1,회계사,2.0,47,0,10.0,0,산업
432,45062,0,남성,1,1,47790000.0,근로자,대학교 졸업 이상,기혼,주택 / 아파트,0.018801,1,기술직,2.0,37,4,20.0,0,사업
433,43604,0,여성,0,1,47790000.0,근로자,대학교 졸업 이상,미혼,주택 / 아파트,0.010643,1,Unknown,1.0,43,4,12.0,0,사업
434,53766,0,여성,0,1,11682000.0,연금수령자,고등학교 졸업,기혼,주택 / 아파트,0.020246,0,Unknown,2.0,61,1000,17.0,0,기타
435,13294,0,여성,0,1,15930000.0,연금수령자,고등학교 졸업,사별,주택 / 아파트,0.011703,0,Unknown,1.0,67,1000,32.0,0,기타
436,12141,0,남성,0,0,31860000.0,연금수령자,고등학교 졸업,미혼,주택 / 아파트,0.002506,0,Unknown,1.0,54,1000,10.0,0,기타
437,14731,0,여성,0,1,27612000.0,기타,고등학교 졸업,사별,주택 / 아파트,0.0060079999999999,1,영업직,2.0,44,0,28.0,1,자영업
438,22944,0,여성,0,1,17735400.0,연금수령자,고등학교 졸업,사별,주택 / 아파트,0.006629,0,Unknown,2.0,54,1000,12.0,1,기타
439,38476,1,여성,1,1,63720000.0,근로자,고등학교 졸업,별거,주택 / 아파트,0.010006,1,관리직,1.0,57,17,10.0,0,부동산
440,6288,1,남성,1,1,90270000.0,근로자,고등학교 졸업,기혼,주택 / 아파트,0.028663,1,단순 노동자,2.0,59,3,7.0,0,건설
441,40509,0,여성,0,0,21240000.0,근로자,대학교 졸업 이상,기혼,주택 / 아파트,0.016612,1,Unknown,2.0,27,5,4.0,0,사업
442,3940,0,남성,0,1,26550000.0,연금수령자,고등학교 졸업,기혼,주택 / 아파트,0.022625,0,Unknown,2.0,56,1000,27.0,0,기타
443,19244,0,여성,0,0,10620000.0,연금수령자,고등학교 졸업,기혼,주택 / 아파트,0.025164,0,Unknown,2.0,53,1000,2.0,0,기타
444,22655,0,여성,0,0,37170000.0,연금수령자,고등학교 졸업,기혼,주택 / 아파트,0.01885,0,Unknown,2.0,49,1000,3.0,0,기타
445,41371,0,여성,1,1,31860000.0,근로자,고등학교 졸업,별거,주택 / 아파트,0.00733,1,Unknown,1.0,47,1,28.0,0,건설
446,29186,1,여성,0,1,26550000.0,근로자,고등학교 졸업,미혼,주택 / 아파트,0.003069,1,Unknown,1.0,38,1,6.0,0,산업
447,48565,0,남성,1,1,42480000.0,근로자,고등학교 졸업,기혼,주택 / 아파트,0.026392,1,운전자,2.0,36,2,5.0,0,자영업
448,37407,0,여성,0,0,69030000.0,공무원,고등학교 졸업,별거,공공분양,0.002506,1,의료 업계 종사자,1.0,59,4,0.0,0,국가
449,11711,0,여성,0,1,21240000.0,연금수령자,고등학교 졸업,사실혼,주택 / 아파트,0.006296,0,Unknown,3.0,61,1000,1.0,1,기타
450,32909,0,남성,1,1,47790000.0,근로자,대학교 졸업 이상,기혼,주택 / 아파트,0.010032,1,핵심 노동자,2.0,43,0,13.0,0,산업
451,50031,0,남성,1,1,46197000.0,근로자,고등학교 졸업,기혼,주택 / 아파트,0.009334,1,Unknown,4.0,46,20,24.0,2,정부
452,49607,1,남성,0,1,26550000.0,근로자,대학교 중퇴,기혼,주택 / 아파트,0.015221,1,단순 노동자,3.0,27,7,2.0,1,사업
453,14474,0,여성,0,1,36108000.0,공무원,대학교 졸업 이상,미혼,공공분양,0.02461,1,핵심 노동자,1.0,52,17,17.0,0,학교
454,26139,0,여성,0,1,42480000.0,근로자,고등학교 졸업,사별,주택 / 아파트,0.0145199999999999,1,영업직,1.0,53,1,31.0,0,자영업
455,42735,0,여성,0,0,37170000.0,근로자,고등학교 졸업,별거,주택 / 아파트,0.0035409999999999,1,미화원,2.0,37,2,9.0,1,운송
456,58743,0,여성,0,1,35046000.0,기타,대학교 중퇴,기혼,주택 / 아파트,0.04622,1,단순 노동자,3.0,28,6,12.0,1,사업
457,45628,0,여성,1,1,28674000.0,근로자,고등학교 졸업,기혼,아파트 임대,0.020713,1,관리직,3.0,38,2,4.0,1,학교
458,55234,0,남성,0,0,26550000.0,연금수령자,고등학교 졸업,기혼,주택 / 아파트,0.018029,0,Unknown,3.0,39,1000,3.0,1,기타
459,42649,0,여성,1,0,53100000.0,근로자,대학교 졸업 이상,기혼,주택 / 아파트,0.032561,1,의료 업계 종사자,3.0,39,21,8.0,1,의학
460,46541,0,남성,0,0,27612000.0,근로자,대학교 졸업 이상,사실혼,주택 / 아파트,0.020246,1,단순 노동자,2.0,25,0,21.0,0,산업
461,7167,0,여성,1,1,69030000.0,근로자,고등학교 졸업,기혼,주택 / 아파트,0.022625,1,단순 노동자,4.0,31,5,13.0,2,사업
462,27053,0,남성,1,0,63720000.0,기타,고등학교 졸업,기혼,공공분양,0.04622,1,운전자,2.0,54,5,30.0,0,자영업
463,57380,0,여성,0,1,47790000.0,근로자,고등학교 졸업,기혼,주택 / 아파트,0.035792,1,핵심 노동자,2.0,53,1,5.0,0,자영업
464,32057,0,여성,0,1,31860000.0,근로자,고등학교 졸업,사실혼,공공분양,0.04622,1,조리사,2.0,50,6,29.0,0,정부
465,19573,0,여성,0,0,31860000.0,공무원,대학교 졸업 이상,기혼,주택 / 아파트,0.015221,1,의료 업계 종사자,4.0,32,10,8.0,2,기타
466,26810,0,남성,0,0,74340000.0,기타,대학교 졸업 이상,기혼,주택 / 아파트,0.019101,1,단순 노동자,2.0,50,19,5.0,0,산업
467,44981,0,남성,0,0,31860000.0,공무원,대학교 졸업 이상,사실혼,주택 / 아파트,0.00733,1,핵심 노동자,2.0,49,19,4.0,0,의학
468,20770,1,남성,0,1,21240000.0,근로자,고등학교 졸업,기혼,주택 / 아파트,0.030755,1,저임금 노동자,2.0,30,2,13.0,0,사업
469,33285,0,여성,0,1,31860000.0,공무원,고등학교 졸업,기혼,주택 / 아파트,0.035792,1,핵심 노동자,2.0,54,9,8.0,0,학교
470,17521,0,여성,0,1,24426000.0,기타,고등학교 졸업,미혼,주택 / 아파트,0.031329,1,영업직,1.0,29,6,25.0,0,자영업
471,58422,0,여성,0,1,16461000.0,연금수령자,고등학교 졸업,기혼,주택 / 아파트,0.015221,0,Unknown,2.0,61,1000,3.0,0,기타
472,49330,0,여성,0,1,37170000.0,근로자,대학교 졸업 이상,기혼,주택 / 아파트,0.028663,1,핵심 노동자,3.0,32,0,9.0,1,사업
473,26954,0,여성,1,1,51931800.0,연금수령자,대학교 졸업 이상,사별,주택 / 아파트,0.003069,0,Unknown,1.0,64,1000,9.0,0,기타
474,43223,0,남성,1,1,21240000.0,근로자,고등학교 졸업,기혼,주택 / 아파트,0.01885,1,운전자,4.0,39,0,12.0,2,자영업
475,971,0,남성,1,1,33984000.0,근로자,고등학교 졸업,기혼,주택 / 아파트,0.025164,1,Unknown,4.0,34,0,0.0,2,산업
476,59923,1,여성,0,1,47790000.0,근로자,고등학교 졸업,기혼,주택 / 아파트,0.025164,1,의료 업계 종사자,2.0,43,2,0.0,0,의학
477,50708,0,여성,0,1,44604000.0,기타,대학교 졸업 이상,별거,주택 / 아파트,0.035792,1,Unknown,1.0,52,4,14.0,0,기타
478,32494,0,남성,0,1,22302000.0,연금수령자,고등학교 졸업,기혼,주택 / 아파트,0.030755,0,Unknown,2.0,64,1000,14.0,0,기타
479,35960,0,여성,0,1,21240000.0,근로자,고등학교 졸업,사실혼,주택 / 아파트,0.00963,1,핵심 노동자,2.0,47,14,25.0,0,유치원
480,52219,1,남성,0,0,42480000.0,근로자,고등학교 졸업,기혼,주택 / 아파트,0.008625,1,단순 노동자,2.0,52,0,32.0,0,자영업
481,12617,0,여성,1,1,11682000.0,근로자,고등학교 졸업,기혼,주택 / 아파트,0.01885,1,단순 노동자,4.0,43,4,22.0,2,학교
482,26351,0,여성,0,0,37170000.0,근로자,대학교 졸업 이상,기혼,주택 / 아파트,0.01885,1,관리직,2.0,45,3,26.0,0,우체부
483,37119,0,여성,0,0,23364000.0,기타,대학교 졸업 이상,기혼,주택 / 아파트,0.008575,1,영업직,2.0,27,1,13.0,0,모바일
484,18534,1,남성,0,0,53100000.0,근로자,대학교 졸업 이상,별거,주택 / 아파트,0.010147,1,보안 업계 종사자,3.0,34,1,5.0,2,보안
485,43538,0,여성,1,1,39294000.0,기타,고등학교 졸업,미혼,주택 / 아파트,0.028663,1,영업직,1.0,38,2,8.0,0,사업
486,33553,0,남성,0,1,9558000.0,연금수령자,고등학교 졸업,기혼,주택 / 아파트,0.026392,0,Unknown,2.0,64,1000,25.0,0,기타
487,564,1,여성,1,1,26550000.0,공무원,고등학교 졸업,기혼,주택 / 아파트,0.018029,1,운전자,2.0,46,8,0.0,0,기타
488,24915,0,여성,0,1,63720000.0,근로자,대학교 졸업 이상,기혼,주택 / 아파트,0.0105,1,인사 담당자,4.0,39,12,23.0,2,보안
489,58575,0,여성,0,0,47790000.0,근로자,대학교 졸업 이상,기혼,주택 / 아파트,0.031329,1,회계사,3.0,29,10,0.0,1,사업
490,47554,0,여성,1,0,16992000.0,기타,고등학교 졸업,기혼,공공분양,0.014464,1,회계사,2.0,50,7,33.0,0,주택
491,54,0,남성,0,1,63720000.0,근로자,고등학교 졸업,기혼,아파트 임대,0.018029,1,저임금 노동자,3.0,49,1,15.0,1,산업
492,24040,0,여성,0,1,42480000.0,근로자,대학교 졸업 이상,기혼,주택 / 아파트,0.022625,1,Unknown,3.0,30,3,14.0,1,의학
493,15806,0,여성,0,0,42480000.0,기타,대학교 졸업 이상,기혼,주택 / 아파트,0.003069,1,기술직,2.0,28,5,3.0,0,자영업
494,20230,0,남성,0,0,21240000.0,근로자,고등학교 졸업,기혼,주택 / 아파트,0.010006,1,보안 업계 종사자,4.0,44,1,13.0,2,사업
495,28007,0,남성,1,0,58410000.0,근로자,대학교 졸업 이상,기혼,공공분양,0.0060079999999999,1,보안 업계 종사자,2.0,46,4,14.0,0,자영업
496,33199,0,여성,1,0,15930000.0,근로자,고등학교 졸업,기혼,주택 / 아파트,0.035792,1,핵심 노동자,2.0,45,9,13.0,0,레스토랑
497,45247,0,여성,0,1,24426000.0,근로자,고등학교 졸업,사별,주택 / 아파트,0.030755,1,영업직,2.0,40,5,4.0,1,무역
498,50832,1,여성,1,1,21240000.0,근로자,고등학교 졸업,기혼,주택 / 아파트,0.031329,1,보안 업계 종사자,2.0,54,2,0.0,0,사업
499,26808,0,여성,0,0,39294000.0,근로자,대학교 중퇴,기혼,주택 / 아파트,0.035792,1,핵심 노동자,3.0,40,1,23.0,1,유치원
500,25996,0,여성,0,1,26550000.0,근로자,고등학교 졸업,기혼,주택 / 아파트,0.022625,1,조리사,2.0,47,3,31.0,0,무역
501,12301,0,남성,1,1,58410000.0,공무원,대학교 졸업 이상,기혼,주택 / 아파트,0.0228,1,기술직,2.0,54,6,37.0,0,사업
502,59420,0,여성,0,0,37170000.0,근로자,고등학교 졸업,기혼,주택 / 아파트,0.009175,1,영업직,4.0,35,7,4.0,2,사업
503,50227,0,남성,0,1,31860000.0,기타,고등학교 졸업,기혼,주택 / 아파트,0.0105,1,운전자,2.0,55,3,30.0,0,주택
504,19452,0,여성,0,1,42480000.0,공무원,대학교 졸업 이상,기혼,주택 / 아파트,0.035792,1,핵심 노동자,2.0,44,7,15.0,0,기타
505,21546,0,남성,1,1,84960000.0,근로자,고등학교 졸업,기혼,주택 / 아파트,0.019101,1,단순 노동자,5.0,52,2,10.0,3+,자영업
506,55510,0,남성,1,1,90270000.0,기타,고등학교 졸업,기혼,주택 / 아파트,0.00963,1,핵심 노동자,4.0,35,7,2.0,2,군대
507,38609,0,여성,1,0,112572000.0,공무원,대학교 졸업 이상,기혼,주택 / 아파트,0.006629,1,관리직,2.0,35,13,6.0,0,경찰
508,15016,1,남성,1,1,42480000.0,근로자,고등학교 졸업,미혼,주택 / 아파트,0.014464,1,운전자,1.0,35,1,15.0,0,사업
509,12462,0,여성,0,1,47790000.0,기타,고등학교 졸업,기혼,주택 / 아파트,0.026392,1,영업직,2.0,24,2,24.0,0,자영업
510,58565,0,여성,0,0,26550000.0,연금수령자,고등학교 졸업,사실혼,주택 / 아파트,0.030755,0,Unknown,2.0,64,1000,25.0,0,기타
511,3593,1,남성,1,1,31860000.0,근로자,고등학교 졸업,기혼,주택 / 아파트,0.01885,1,핵심 노동자,4.0,23,4,2.0,2,농업
512,58267,0,여성,0,1,47790000.0,연금수령자,고등학교 졸업,사별,주택 / 아파트,0.011703,0,Unknown,1.0,59,1000,8.0,0,기타
513,39698,1,여성,0,1,37170000.0,근로자,고등학교 졸업,기혼,주택 / 아파트,0.032561,1,의료 업계 종사자,2.0,49,3,28.0,0,의학
514,48743,0,여성,1,0,31860000.0,근로자,고등학교 졸업,기혼,주택 / 아파트,0.028663,1,관리직,2.0,41,21,5.0,0,유치원
515,1566,0,여성,0,1,53100000.0,기타,대학교 졸업 이상,미혼,주택 / 아파트,0.030755,1,Unknown,2.0,43,9,13.0,1,사업
516,19914,0,여성,0,1,37170000.0,근로자,고등학교 졸업,미혼,주택 / 아파트,0.0196889999999999,1,단순 노동자,2.0,48,0,1.0,1,기타
517,943,0,여성,0,1,74340000.0,근로자,대학교 졸업 이상,기혼,주택 / 아파트,0.00733,1,관리직,3.0,29,5,1.0,1,사업
518,2298,1,여성,0,1,15930000.0,근로자,고등학교 졸업,사실혼,주택 / 아파트,0.020713,1,영업직,2.0,23,2,4.0,0,자영업
519,1557,1,남성,1,1,69030000.0,연금수령자,고등학교 졸업,기혼,주택 / 아파트,0.030755,0,Unknown,2.0,61,1000,1.0,0,기타
520,6592,0,여성,1,1,69030000.0,근로자,대학교 졸업 이상,기혼,주택 / 아파트,0.035792,1,관리직,4.0,55,17,0.0,2,학교
521,8251,0,남성,1,0,34045596.0,근로자,대학교 졸업 이상,기혼,주택 / 아파트,0.002134,1,운전자,3.0,36,2,11.0,1,운송
522,50368,0,여성,0,1,26550000.0,근로자,고등학교 졸업,기혼,주택 / 아파트,0.00733,1,단순 노동자,2.0,52,3,26.0,0,사업
523,30842,0,여성,1,0,26550000.0,근로자,대학교 졸업 이상,사실혼,주택 / 아파트,0.030755,1,영업직,3.0,33,9,6.0,1,자영업
524,10371,0,여성,0,0,9558000.0,근로자,고등학교 졸업,기혼,주택 / 아파트,0.010966,1,의료 업계 종사자,4.0,25,2,19.0,2,의학
525,4613,0,남성,1,1,31860000.0,근로자,대학교 졸업 이상,기혼,주택 / 아파트,0.026392,1,관리직,4.0,40,2,7.0,2,건설
526,9317,0,여성,0,0,9558000.0,근로자,고등학교 졸업,사실혼,공공분양,0.031329,1,보안 업계 종사자,4.0,38,13,8.0,2,유치원
527,32365,0,여성,0,0,53100000.0,근로자,대학교 졸업 이상,사별,주택 / 아파트,0.035792,1,회계사,1.0,48,3,0.0,0,자영업
528,13154,0,남성,1,1,42480000.0,기타,대학교 졸업 이상,기혼,주택 / 아파트,0.01885,1,기술직,2.0,56,3,34.0,0,사업
529,1180,0,남성,0,1,37170000.0,근로자,대학교 졸업 이상,미혼,주택 / 아파트,0.0145199999999999,1,핵심 노동자,1.0,34,9,18.0,0,정부
530,86,0,여성,0,1,37170000.0,공무원,대학교 졸업 이상,기혼,주택 / 아파트,0.035792,1,Unknown,3.0,41,2,3.0,1,정부
531,18765,0,남성,0,1,37170000.0,근로자,고등학교 졸업,기혼,주택 / 아파트,0.018209,1,Unknown,2.0,28,3,0.0,0,레스토랑
532,7072,0,남성,1,0,47790000.0,기타,고등학교 졸업,기혼,주택 / 아파트,0.026392,1,운전자,2.0,47,0,14.0,0,사업
533,38444,0,여성,0,0,39294000.0,기타,대학교 졸업 이상,미혼,주택 / 아파트,0.035792,1,단순 노동자,1.0,25,2,10.0,0,사업
534,30546,0,여성,0,1,42480000.0,근로자,대학교 졸업 이상,사실혼,주택 / 아파트,0.018029,1,회계사,3.0,41,4,16.0,1,무역
535,5496,0,여성,0,1,42480000.0,공무원,대학교 졸업 이상,별거,주택 / 아파트,0.010032,1,핵심 노동자,1.0,45,18,23.0,0,학교
536,6912,0,여성,0,1,37170000.0,공무원,고등학교 졸업,기혼,주택 / 아파트,0.018209,1,의료 업계 종사자,2.0,50,31,22.0,0,의학
537,13287,0,여성,0,1,9558000.0,연금수령자,고등학교 졸업,별거,주택 / 아파트,0.008625,0,Unknown,1.0,61,1000,14.0,0,기타
538,31718,0,여성,0,1,191160000.0,기타,고등학교 졸업,기혼,주택 / 아파트,0.0072739999999999,1,의료 업계 종사자,2.0,47,5,22.0,0,의학
539,39475,0,여성,0,0,53100000.0,근로자,고등학교 졸업,미혼,주택 / 아파트,0.01885,1,단순 노동자,1.0,53,2,29.0,0,사업
540,36001,0,여성,0,1,58410000.0,근로자,고등학교 졸업,별거,주택 / 아파트,0.0116569999999999,1,관리직,2.0,34,13,17.0,1,우체부
541,38446,0,남성,1,1,47790000.0,근로자,고등학교 졸업,기혼,주택 / 아파트,0.028663,1,보안 업계 종사자,2.0,60,4,30.0,0,운송
542,45462,0,남성,0,0,21240000.0,근로자,고등학교 졸업,미혼,아파트 임대,0.0196889999999999,1,단순 노동자,1.0,33,15,12.0,0,사업
543,16601,0,여성,1,1,26550000.0,근로자,고등학교 졸업,기혼,주택 / 아파트,0.030755,1,영업직,4.0,37,5,11.0,2,자영업
544,9851,0,여성,1,1,26550000.0,기타,고등학교 졸업,기혼,주택 / 아파트,0.031329,1,단순 노동자,2.0,46,2,30.0,0,사업
545,43165,0,여성,1,0,84960000.0,공무원,대학교 졸업 이상,기혼,주택 / 아파트,0.0066709999999999,1,Unknown,2.0,37,13,1.0,0,국가
546,13624,0,여성,1,1,24426000.0,근로자,대학교 졸업 이상,미혼,주택 / 아파트,0.028663,1,Unknown,1.0,39,0,0.0,0,사업
547,6522,0,남성,1,1,26550000.0,기타,고등학교 졸업,미혼,주택 / 아파트,0.0060079999999999,1,단순 노동자,1.0,35,1,19.0,0,사업
548,10262,0,여성,1,1,31860000.0,공무원,고등학교 졸업,기혼,주택 / 아파트,0.02461,1,관리직,2.0,51,9,15.0,0,유치원
549,50372,0,남성,1,1,26550000.0,근로자,고등학교 졸업,기혼,주택 / 아파트,0.028663,1,Unknown,5.0,40,7,8.0,3+,사업
550,18505,0,여성,1,1,26550000.0,기타,대학교 졸업 이상,사별,주택 / 아파트,0.025164,1,핵심 노동자,1.0,59,3,13.0,0,학교
551,57353,0,여성,0,1,55224000.0,근로자,고등학교 졸업,미혼,주택 / 아파트,0.020246,1,영업직,1.0,42,15,24.0,0,기타
552,45911,0,여성,1,1,21240000.0,기타,대학교 졸업 이상,기혼,주택 / 아파트,0.035792,1,관리직,2.0,44,16,26.0,0,무역
553,3156,0,여성,0,1,43542000.0,근로자,고등학교 졸업,사별,주택 / 아파트,0.032561,1,회계사,1.0,55,14,28.0,0,은행
554,4092,0,남성,1,1,31860000.0,근로자,고등학교 졸업,미혼,주택 / 아파트,0.018029,1,단순 노동자,2.0,42,2,4.0,1,사업
555,45422,0,여성,0,1,21240000.0,연금수령자,고등학교 졸업,기혼,주택 / 아파트,0.006296,0,Unknown,2.0,63,1000,23.0,0,기타
